tweet_id,user_name,date,content,language,reply_count,retweet_count,like_count,hashtags
1489840399388901381,VijayaRahatkar,2022-02-05T05:56:45+00:00,"Cong CM opposes Ghoonghat 
Cong Yuvraj Supports Hijab 
#CongressDoubleStandard 
#StopAppeasement https://t.co/CRorO9hQmv",en,0,5,20,"['CongressDoubleStandard', 'StopAppeasement']"
